code,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2107,C210703,C210708,C210709,C210710,C210711,C210712,C210713,C210716,C210717,C210718,C210719,C210720,C210721,C210722,C210723,C210724,C210725,C2110,C2111,C2112,C2207,C220703,C220708,C220709,C220710,C220711,C220712,C220713,C220716,C220717,C220718,C220719,C220720,C220721,C220722,C220723,C220724,C220725,C2210,C2211,C2212,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R01647,ñkäCìπ,ë´äÒí¨,6990,3380,3610,6981,3378,3603,807,425,382,3533,1824,1709,2648,1129,1519,1449,587,862,9,43,123,267,326,3179,3168,6784,1817,1079,934,621,502,19,7,140804,22400,429,35,33,28,3,0,7,95,7,28,18,56,30,14,27,8,26,11,35,64,330,2957,219,311,273,26,0,83,506,61,46,117,183,94,123,368,70,188,273,219,600,2138,237,9,83.9,8.6,10540798,899275,10399927,1560613,1357817,1130333,203588,0,0,4,40,312,1,19,173,1,171,3516,2014,1502,62,44,18,2574,880,1694,895,524,2041,5,0,7063,2911,86,43,0,1,3,2,6,2,11,4,146
R01648,ñkäCìπ,ó§ï í¨,2482,1253,1229,2461,1245,1216,247,122,125,1311,740,571,923,390,533,504,207,297,21,15,41,82,118,1128,1120,2280,578,454,300,198,178,6,1,60890,9450,148,22,12,6,1,0,3,24,2,3,4,18,7,5,15,3,16,7,22,18,108,1211,206,116,104,4,0,11,126,16,7,11,66,10,39,264,47,105,79,206,220,785,81,4,74.7,7.3,5001561,360954,4752074,809688,599557,329670,5410,0,0,1,18,101,1,14,40,0,0,1254,759,495,31,24,7,938,343,595,378,175,690,1,0,2455,617,22,12,0,0,4,1,2,2,2,1,58
R01649,ñkäCìπ,âYñyí¨,4919,2361,2558,4911,2359,2552,524,261,263,2532,1313,1219,1861,785,1076,1033,412,621,7,26,86,143,199,2086,2081,4794,1182,628,615,405,293,12,4,72985,17622,310,19,26,13,3,0,9,65,3,14,5,34,19,18,24,6,30,12,29,39,242,2061,210,183,218,14,0,66,273,12,26,112,95,54,102,264,21,196,125,300,401,1360,215,5,85.9,8.7,7974064,651610,7742288,1091804,756307,1543774,123918,2,44,2,26,203,2,26,101,0,0,2633,1499,1134,45,31,14,1667,543,1124,905,388,1237,4,1,4883,1079,54,21,0,0,4,3,2,1,4,2,90
R01661,ñkäCìπ,ã˙òHí¨,19833,9373,10460,19802,9354,10448,2438,1255,1183,12442,6027,6415,4953,2091,2862,2275,858,1417,28,159,213,956,1043,8119,8094,19329,5140,2163,1813,1019,829,88,45,25266,4466,1092,11,162,80,1,3,37,302,8,69,23,93,87,34,61,6,93,14,18,243,831,10261,56,1242,766,12,14,1018,3004,37,125,149,776,494,339,757,49,593,748,128,2018,8115,26,14,91.6,8.7,8740451,2425151,8649640,2334613,1368698,890806,65783,2,135,5,83,866,4,67,533,1,346,10145,5625,4520,521,296,225,6600,2138,4462,766,2004,7176,4,0,19805,3195,238,80,7,0,10,9,9,10,21,5,232
R01662,ñkäCìπ,å˙ä›í¨,9778,4628,5150,9686,4609,5077,1102,567,535,5564,2774,2790,3105,1280,1825,1681,663,1018,92,53,142,229,396,4115,4107,9646,2311,1262,1057,627,569,32,18,73927,19149,606,10,48,59,3,1,17,156,9,24,15,65,47,24,36,8,49,13,29,110,467,4311,88,306,844,10,1,170,878,49,38,109,277,114,195,445,138,274,204,230,1179,2902,118,6,89.6,11.8,10265680,1111149,9702422,1602708,1673068,706764,0,2,38,4,56,421,4,49,251,1,163,5535,3002,2533,111,68,43,3004,977,2027,1686,1214,2615,5,2,9692,3761,119,51,1,1,2,5,6,4,9,3,207
R01663,ñkäCìπ,ïlíÜí¨,6061,2954,3107,6017,2949,3068,804,387,417,3516,1811,1705,1741,756,985,912,358,554,44,38,82,154,237,2325,2322,6001,1250,639,539,285,251,24,12,42363,19465,323,15,19,36,1,1,9,73,4,4,9,38,29,12,18,8,23,11,28,55,240,2507,112,257,693,7,6,69,335,12,9,56,94,62,155,184,90,106,134,238,950,1319,211,0,83.6,10.7,9003067,828965,8877925,1112938,620191,1596086,0,0,0,5,49,263,4,50,165,1,98,3745,2056,1689,83,53,30,1428,457,971,1887,613,1243,0,0,5887,1265,53,26,0,0,3,2,2,3,2,2,121
R01664,ñkäCìπ,ïWíÉí¨,7742,3717,4025,7705,3710,3995,991,480,511,4313,2189,2124,2436,1046,1390,1339,541,798,37,40,84,282,351,3281,3273,7569,1840,1058,830,505,437,32,15,109937,36226,465,40,43,20,3,2,15,102,5,17,14,56,33,26,34,7,34,8,44,65,356,3373,345,363,175,23,2,178,619,42,30,139,215,115,224,429,28,263,156,353,557,2463,310,4,82.3,9.5,13556010,1052943,13384965,1501132,1668752,995700,118357,1,24,6,68,416,4,48,189,1,224,3953,2192,1761,78,45,33,2695,984,1711,1262,494,2178,7,1,7631,2215,87,42,0,1,1,3,2,5,4,5,124
R01665,ñkäCìπ,íÌéqã¸í¨,7758,3679,4079,7734,3670,4064,807,410,397,4113,2067,2046,2838,1202,1636,1452,574,878,24,42,139,260,341,3509,3497,7393,1904,1289,930,575,558,26,8,77433,16144,549,15,36,19,4,4,19,123,4,17,11,134,57,20,40,5,30,10,16,55,478,3641,123,405,162,31,10,137,508,25,66,62,786,202,156,501,131,123,212,124,567,2950,139,3,89.8,12.9,8561549,895206,8465298,1717350,1183948,531056,24347,1,56,5,48,302,2,26,159,1,105,3958,2179,1779,128,85,43,2861,1005,1856,594,582,2768,11,1,7497,2927,100,70,0,2,5,3,9,3,8,2,113
R01667,ñkäCìπ,íﬂãèë∫,2534,1234,1300,2517,1230,1287,325,168,157,1381,718,663,809,338,471,432,165,267,17,11,27,120,114,1026,1022,2360,598,324,239,156,122,6,7,57180,11747,140,25,7,6,1,0,1,20,1,1,4,22,14,9,10,3,7,6,26,15,99,1210,174,85,47,2,0,4,117,63,7,28,73,208,99,173,39,11,71,176,139,895,85,2,84.1,6.2,4825135,368146,4768190,591512,490262,394454,0,0,0,3,36,151,2,23,79,0,0,1230,716,514,21,13,8,931,322,609,421,115,690,0,0,2537,111,15,14,0,1,1,1,6,1,1,0,0
R01668,ñkäCìπ,îíçfí¨,8068,3752,4316,8047,3749,4298,757,392,365,4329,2109,2220,2981,1250,1731,1510,594,916,21,24,115,206,274,3609,3604,7968,2158,1122,1139,673,635,21,13,77313,10264,460,14,32,53,8,1,23,98,5,6,6,51,45,21,35,7,33,9,25,87,348,4725,133,251,1953,23,1,281,546,40,12,25,159,177,202,309,99,213,207,213,2218,2294,79,19,78.8,8,11402124,959094,11250398,1339245,1128870,2549473,34513,1,18,2,29,179,2,23,101,1,104,3894,2129,1765,189,134,55,3181,1073,2108,539,1215,2127,1,0,8097,4078,72,44,0,0,6,5,4,5,6,3,99
R01691,ñkäCìπ,ï äCí¨,15273,7687,7586,15070,7596,7474,2338,1191,1147,9177,4843,4334,3746,1646,2100,1826,723,1103,203,107,176,523,702,5997,5978,14930,3160,1917,1179,679,512,69,28,131963,80524,814,111,67,49,2,2,24,148,8,46,15,93,53,39,48,18,66,19,115,118,581,7014,773,566,927,14,13,281,895,152,69,126,318,164,407,767,430,470,571,836,1501,4677,755,6,92.7,11.4,20390145,2614943,20295985,3113493,2115361,2419912,4506,5,231,8,132,966,8,110,464,1,314,8507,4950,3557,112,74,38,4167,1382,2785,3357,1115,3924,8,1,15402,2505,113,70,1,1,6,4,11,6,9,3,182
R01692,ñkäCìπ,íÜïWí√í¨,23774,11628,12146,23696,11590,12106,3563,1802,1761,14625,7330,7295,5491,2439,3052,2629,1090,1539,54,197,222,1025,1183,10437,10426,23391,6053,3540,2062,1235,974,123,58,68487,35511,1457,53,144,55,5,6,35,365,39,81,53,221,135,48,80,12,107,15,55,200,1202,11946,451,1326,588,72,34,422,2754,351,218,402,1229,656,611,1246,340,902,325,458,1926,9562,330,2,94.4,10.5,15211147,3216046,14936159,2407183,2077292,1723216,20347,5,421,4,107,1257,2,53,710,2,609,12615,7141,5474,419,249,170,6912,2273,4639,1553,2452,8535,0,1,23396,3175,274,176,5,2,7,10,30,12,29,2,174
R01693,ñkäCìπ,ïWí√í¨,5242,2565,2677,5214,2561,2653,676,325,351,3064,1593,1471,1498,643,855,716,276,440,28,27,57,206,216,2169,2162,5123,1247,659,520,306,253,22,10,62469,20917,326,16,27,27,3,1,13,50,3,10,4,47,16,18,20,7,21,10,48,55,223,2563,114,280,364,14,1,186,305,13,22,11,188,36,136,220,109,110,212,344,656,1563,147,1,69.8,7.6,6850600,702667,6572151,827130,845713,671087,0,0,0,2,35,265,2,29,154,1,171,2899,1665,1234,77,46,31,1584,525,1059,958,470,1468,0,1,5317,902,43,31,0,1,1,2,4,3,4,2,142
R01694,ñkäCìπ,óÖâPí¨,5415,2697,2718,5356,2676,2680,648,335,313,3334,1761,1573,1433,601,832,748,291,457,59,25,62,108,217,2101,2097,5347,1036,624,419,212,185,22,10,39772,11799,393,1,16,33,1,1,11,83,3,33,2,59,22,9,11,4,16,8,80,50,263,2695,1,126,377,2,1,93,445,22,53,5,213,66,113,190,65,75,157,684,511,1500,9,0,82.8,8.3,6304101,665960,6088291,562887,153660,2347457,0,2,106,2,28,243,1,19,148,1,97,3221,1904,1317,54,35,19,1490,423,1067,1262,648,1311,1,0,5110,848,59,42,0,0,2,2,1,2,2,0,0
R02201,ê¬êXåß,ê¬êXés,287648,133560,154088,286000,132755,153245,32528,16572,15956,168992,81505,87487,80297,32265,48032,38821,13643,25178,737,1752,3664,7232,8384,118234,117852,277264,64486,38418,26833,12462,14046,1062,462,82461,25927,13640,40,1174,461,21,145,369,3732,355,930,539,1851,1362,495,1121,66,868,105,43,1638,11959,136848,351,9980,7094,914,2795,9233,28908,5330,2585,3798,10322,6348,6323,21945,944,10970,8962,372,17099,119377,1936,756,93.5,15.2,123222637,34415509,120936172,54208473,11983208,10747465,2789,25,1808,45,921,13375,21,554,7333,13,8578,130968,70669,60299,8202,5173,3029,105049,35246,69803,3956,19050,102763,42,2,287912,17177,2456,1548,52,16,219,139,668,189,673,87,6329
R02202,ê¬êXåß,çOëOés,177411,81367,96044,176698,81043,95655,19410,9961,9449,105062,50315,54747,51830,20483,31347,26601,9218,17383,470,1110,2317,4271,5185,71152,70913,170812,35028,24554,15273,6874,8647,675,238,52420,29399,8482,50,592,406,7,57,143,2253,172,595,252,1201,938,338,829,64,520,62,50,1001,7431,84844,543,4831,9349,344,544,3887,17811,2036,1450,1324,7327,3958,5674,15782,921,5869,3177,543,14197,70104,5719,668,95.8,8.3,82655028,20204324,81924880,32437127,10466817,8723002,0,10,634,35,611,7675,18,373,4297,9,5985,85719,44465,41254,4077,2434,1643,61426,21195,40231,12316,13579,54242,15,4,174231,9253,1709,986,26,11,166,96,789,156,441,65,4795
R02203,ê¬êXåß,î™åÀés,231257,110493,120764,229422,109665,119757,28122,14433,13689,136712,67816,68896,63614,26596,37018,30230,11251,18979,693,1600,2801,5834,7103,93750,93519,224020,52839,28681,21762,10449,10447,954,398,30556,20345,11715,54,965,629,12,89,334,3156,250,788,378,1607,1247,476,922,67,645,74,71,1599,10045,117845,591,9525,14724,644,1127,7976,24447,2869,2117,2350,8902,5444,5063,16359,1013,8373,5562,1238,24361,92246,1477,1259,91.9,9.6,104350774,30472546,101281220,36941158,17725619,10672933,49286,16,920,43,775,11247,26,519,6048,14,8019,108032,59622,48410,6288,3876,2412,83080,29351,53729,3625,24286,77656,28,3,232680,35374,2158,1328,32,17,163,99,540,149,415,74,5706
R02204,ê¬êXåß,çïêŒés,34284,15834,18450,34222,15815,18407,3864,1964,1900,20215,9824,10391,10178,4034,6144,5174,1747,3427,52,205,492,612,886,11770,11719,33284,6061,2755,2782,1092,1414,119,50,21705,7291,1514,15,144,85,2,6,28,381,21,65,32,227,180,51,141,14,108,14,15,229,1270,12880,248,1017,2316,52,18,687,2595,239,129,272,892,534,605,2218,78,508,472,248,3333,9299,1326,343,96.3,20.1,15670548,3008931,15369317,6208672,1466557,1225886,4149,2,73,9,139,1368,2,62,819,2,991,17552,9125,8427,867,586,281,11579,3930,7649,2780,4213,10066,10,0,34143,6948,311,185,6,2,18,13,58,16,52,15,1114
R02205,ê¬êXåß,å‹èäêÏå¥és,55181,24979,30202,55058,24934,30124,6007,3023,2984,31606,14938,16668,17433,6924,10509,9367,3350,6017,70,282,828,1342,1767,21143,21054,53324,11175,5939,5083,2500,2912,181,96,40420,17136,3142,31,296,161,6,9,39,801,51,129,73,487,380,125,277,27,203,34,41,460,2641,24260,231,2422,1810,129,27,629,5025,597,359,399,2299,1398,1231,4181,520,1970,946,299,4251,19710,1963,422,98.2,11.8,35420693,5189959,34908942,11199609,2861321,2439557,0,5,215,11,192,2186,6,125,1329,6,2388,26206,13666,12540,1652,1013,639,20419,6831,13588,3704,5157,16512,2,3,55874,4619,650,427,7,5,45,23,126,32,123,21,1300
R02206,ê¬êXåß,è\òaìcés,63429,30084,33345,63175,29995,33180,7325,3776,3549,37028,18395,18633,18850,7826,11024,9368,3408,5960,169,382,826,1639,1806,25487,25410,61004,13180,8287,5681,2808,2776,202,108,72565,19918,3417,62,294,204,5,17,52,846,57,271,106,485,361,122,293,20,187,33,63,499,2855,29384,831,3248,3270,153,59,779,5666,637,600,677,2442,1674,1401,4981,340,1716,882,842,6535,22007,2243,486,90.1,10.2,32275203,7104605,31073817,10981341,2745783,3150544,473574,3,138,16,245,2863,10,176,1693,4,1880,31098,16671,14427,1391,858,533,21383,7726,13657,3767,6821,19263,3,1,62372,8065,619,384,8,3,41,25,113,32,103,28,1932
R02207,ê¬êXåß,éOëÚés,40196,19852,20344,39839,19716,20123,5791,2980,2811,24779,12915,11864,9478,3847,5631,4938,1777,3161,300,340,440,2038,2198,16367,16286,38591,8967,5453,3017,1494,1847,240,72,11987,9782,1910,23,176,78,5,9,28,393,42,83,57,385,249,95,157,8,101,19,25,254,1631,19180,389,1554,2128,90,25,462,2655,347,342,268,1745,999,849,2157,258,1327,3555,419,3682,15079,548,67,92.4,11,23622801,4619754,23041732,7033926,2768512,2686738,1606,3,318,7,158,2120,5,102,1121,2,1208,19625,11361,8264,831,547,284,11788,3851,7937,1344,4078,13225,1,1,40166,5815,344,350,7,3,18,16,54,25,50,17,1115
R02208,ê¬êXåß,ÇﬁÇ¬és,58493,28057,30436,58303,28000,30303,7007,3562,3445,33885,17164,16721,17326,7165,10161,8510,3083,5427,111,349,816,2054,2506,24475,24391,56205,13584,7817,5863,3044,3214,216,93,86412,13922,2854,26,289,132,4,23,45,753,61,116,70,485,335,131,179,19,144,36,31,422,2401,25579,374,2584,2209,149,61,693,5220,454,365,416,2041,1182,1180,3189,286,1364,3761,414,4804,20361,184,474,97.1,17.1,34405779,5937839,34001681,10410215,2768313,2428064,0,8,521,13,224,2623,9,161,1447,4,1653,26565,15388,11177,1492,987,505,21858,7309,14549,1386,5591,19002,28,4,58991,13962,557,378,10,3,33,19,99,28,81,14,1139
R02209,ê¬êXåß,Ç¬Ç™ÇÈés,33316,15547,17769,33265,15527,17738,3474,1780,1694,18309,9174,9135,11507,4577,6930,6563,2308,4255,34,149,571,649,857,10984,10937,32094,5417,2250,2854,1352,1389,90,50,25355,21362,1289,22,150,64,2,2,21,389,13,24,15,115,171,46,118,23,83,25,24,218,1047,10479,395,1193,835,34,3,241,2778,72,69,97,578,597,514,1558,136,511,790,400,2101,7978,2431,185,88.2,11.9,25282332,2477448,24795333,6824907,2341436,2162850,0,1,44,8,121,1346,5,81,748,1,478,15881,8532,7349,1084,733,351,11669,3798,7871,4681,2872,7911,3,0,33358,2268,318,90,4,1,12,9,12,12,17,14,773
R02210,ê¬êXåß,ïΩêÏés,32106,14876,17230,32077,14874,17203,3634,1850,1784,18384,9012,9372,10085,4012,6073,5418,1905,3513,29,160,455,687,646,10129,10090,31201,5146,1777,2584,958,1009,87,41,34601,9533,1214,26,181,83,1,2,25,324,10,32,12,125,152,39,107,17,61,17,26,264,924,11280,315,1051,2926,13,2,268,2076,68,84,74,544,580,448,1845,201,482,303,315,3977,6988,2104,652,91.6,12.6,19544551,2425801,18946556,5612523,1525320,3189870,35340,1,25,9,135,1432,4,71,731,2,585,16331,8519,7812,1317,904,413,10511,3451,7060,3972,3630,8641,4,2,31780,2000,251,103,4,1,19,8,21,10,20,13,1111
R02301,ê¬êXåß,ïΩì‡í¨,11142,5275,5867,11117,5272,5845,1072,554,518,6123,3076,3047,3946,1644,2302,1972,666,1306,24,57,177,191,268,3971,3956,10635,2091,947,1169,554,589,35,14,21709,4666,455,9,50,42,3,0,8,122,7,5,5,50,50,13,31,12,38,9,10,92,353,3201,73,360,544,9,0,75,453,51,11,88,160,97,160,595,85,299,137,77,904,2220,209,171,79.4,10.3,7215441,1145013,6978304,1603033,739013,610912,41737,1,9,3,48,436,3,39,224,2,95,5745,3050,2695,250,171,79,4029,1476,2553,1591,1174,2931,9,1,11330,3219,104,42,1,1,6,3,7,2,12,6,279
R02303,ê¬êXåß,ç°ï í¨,2756,1293,1463,2752,1291,1461,139,80,59,1225,640,585,1392,573,819,813,293,520,4,4,68,62,88,1277,1274,2686,672,432,491,271,283,10,2,12527,1808,171,3,28,9,0,0,2,42,1,3,3,18,22,4,12,4,15,5,3,37,131,806,13,196,22,0,0,5,139,4,6,4,44,35,22,140,24,41,111,13,218,575,65,122,83.3,7,3395522,354532,3228048,561556,269480,184398,25,0,0,1,12,47,1,12,37,1,16,1081,646,435,97,74,23,1437,492,945,145,322,609,1,0,2785,788,35,12,0,0,3,1,2,3,1,1,43
R02304,ê¬êXåß,ñHìcë∫,2896,1368,1528,2894,1368,1526,291,162,129,1500,741,759,1080,453,627,608,236,372,2,9,42,41,66,959,953,2784,480,199,297,132,119,7,3,8084,1960,97,2,20,3,0,0,1,22,0,1,0,7,8,2,11,4,10,6,2,23,72,843,22,69,244,0,0,3,132,0,4,0,17,19,33,183,24,20,73,22,313,508,200,46,78.9,2.1,2375391,286027,2346931,480384,187240,203396,400,0,0,1,14,123,1,12,60,0,0,1411,765,646,86,64,22,1077,362,715,409,314,686,9,0,2881,595,17,5,0,0,2,1,1,0,0,0,0
R02307,ê¬êXåß,äOÉñïlí¨,6198,2884,3314,6182,2883,3299,437,244,193,2927,1505,1422,2832,1133,1699,1612,565,1047,16,12,133,113,216,2577,2554,5853,1323,808,906,472,527,16,6,23030,3031,359,5,51,22,3,0,12,107,4,1,2,38,32,13,31,9,17,12,5,73,281,2201,69,320,161,13,0,67,367,26,5,4,159,60,105,506,74,66,199,69,481,1651,59,117,96.4,10.6,6211230,737898,6127061,1102845,681754,481529,10,0,0,3,25,156,3,29,95,0,0,2597,1476,1121,163,131,32,2975,1020,1955,599,533,1455,4,0,6333,2284,92,15,0,1,7,1,8,1,8,1,84
R02321,ê¬êXåß,ÈÀÉñëÚí¨,10126,4580,5546,10106,4572,5534,851,407,444,5230,2538,2692,4021,1619,2402,2323,811,1512,11,25,203,176,270,3851,3834,9786,1940,1035,1149,568,626,14,14,34308,7984,535,12,46,26,1,2,10,161,6,19,8,55,67,21,33,12,41,12,15,72,448,3736,125,355,296,3,2,137,801,65,39,40,447,154,149,616,54,166,281,131,651,2954,605,106,95.2,14.7,6810256,795953,6720027,1716251,665021,475920,860,0,0,2,30,343,1,18,179,1,87,4672,2480,2192,299,210,89,4260,1459,2801,1050,839,2777,6,0,10347,5119,134,34,0,1,5,3,11,5,6,5,199
R02323,ê¬êXåß,ê[âYí¨,8429,3876,4553,8415,3875,4540,667,326,341,3986,2014,1972,3776,1536,2240,2145,810,1335,13,24,182,137,221,3304,3288,8113,1659,951,1111,608,651,22,8,48890,6498,511,11,61,28,2,0,9,117,3,2,1,68,60,16,55,23,34,13,19,89,403,3280,163,490,227,15,0,37,550,25,8,2,390,96,133,596,171,119,188,233,717,2330,270,274,95.6,12.8,7581735,688380,7467345,1706518,486543,457350,2916,0,0,3,36,238,3,33,169,1,58,3670,2091,1579,177,129,48,3908,1323,2585,920,743,2005,3,0,8524,3324,91,32,0,0,5,2,3,2,2,7,161
R02343,ê¬êXåß,êºñ⁄âÆë∫,1415,706,709,1415,706,709,129,67,62,750,414,336,536,225,311,328,117,211,0,6,26,72,39,488,484,1367,219,129,148,55,50,4,4,24602,1997,88,4,22,4,1,0,1,10,0,2,5,7,9,5,4,2,4,8,4,26,58,555,11,148,9,1,0,2,30,0,4,76,53,16,39,69,11,23,63,11,157,387,105,60,93.8,12,2466443,147063,2377169,329535,252203,141714,0,0,0,1,12,49,0,0,0,0,0,806,476,330,31,20,11,436,137,299,222,222,357,2,0,1356,258,7,2,0,0,1,0,0,0,0,1,41
R02361,ê¬êXåß,ì°çËí¨,15179,6985,8194,15167,6982,8185,1808,930,878,8739,4264,4475,4628,1787,2841,2546,862,1684,11,113,216,462,385,4942,4924,14751,2604,931,1209,467,538,44,21,3729,3729,554,9,67,26,1,0,15,162,3,13,6,50,73,20,59,8,34,8,9,93,452,5033,80,565,870,8,0,221,1078,27,17,23,218,210,191,1031,53,229,212,80,1435,3518,1047,174,85.7,12.5,9212538,1150896,8973706,2229540,865603,1085333,0,1,10,3,54,715,2,35,370,1,12,8054,4181,3873,413,277,136,4770,1527,3243,1924,1565,4501,6,1,15192,2638,134,44,1,1,8,6,21,7,18,7,553
R02362,ê¬êXåß,ëÂòkí¨,9676,4385,5291,9672,4383,5289,786,403,383,5133,2500,2633,3755,1481,2274,2010,696,1314,1,30,154,182,263,3421,3408,9434,1615,802,1061,401,541,34,17,16343,3671,403,8,42,27,1,1,6,111,4,10,3,53,57,15,36,4,17,8,8,69,326,2694,65,218,353,8,1,60,554,30,19,6,384,169,105,510,24,58,130,65,571,2058,460,179,97.3,18.8,5315811,679348,5189662,1356649,619150,319001,8554,0,0,1,20,289,1,19,172,0,0,4783,2521,2262,320,206,114,3753,1241,2512,1056,958,2752,1,0,9873,1470,89,30,1,1,6,2,10,4,14,4,192
R02367,ê¬êXåß,ìcé…äŸë∫,7783,3657,4126,7771,3651,4120,890,445,445,4393,2196,2197,2491,1010,1481,1330,474,856,9,45,130,154,168,2382,2374,7630,1096,413,600,230,244,19,7,2235,2235,253,4,35,32,1,2,4,47,2,11,2,22,29,10,25,4,16,7,4,67,182,1950,25,225,674,3,12,24,222,9,53,3,93,73,70,269,22,77,96,25,899,1026,556,178,90,9,3618036,598000,3423509,1112743,369572,347512,0,0,0,1,21,367,1,18,179,0,0,4049,2164,1885,201,137,64,2622,899,1723,900,946,2195,1,0,7991,842,36,14,0,0,2,1,1,1,1,3,292
R02381,ê¬êXåß,î¬ñˆí¨,13935,6347,7588,13912,6339,7573,1492,751,741,7700,3708,3992,4741,1887,2854,2578,897,1681,23,64,226,251,315,4680,4660,13530,2381,982,1297,526,595,38,22,4188,4188,587,3,65,39,1,1,20,172,5,23,9,70,76,15,46,4,30,6,3,106,478,3854,16,398,433,7,1,174,1100,72,38,35,204,167,192,685,42,95,178,16,848,2990,1346,73,83.2,9.7,6419488,921413,6139642,1864550,316213,486838,0,0,0,4,53,572,1,27,317,1,177,7897,4065,3832,375,233,142,4131,1278,2853,2999,1255,3633,1,1,14014,1383,140,64,3,1,5,7,9,8,10,6,393
R02384,ê¬êXåß,íﬂìcí¨,13392,6235,7157,13376,6232,7144,1508,768,740,7492,3722,3770,4392,1745,2647,2419,845,1574,15,69,210,237,335,4384,4368,13004,2280,874,1169,447,564,38,15,4643,4523,449,11,68,25,1,0,8,107,6,11,7,55,60,17,37,5,25,6,11,93,345,3613,95,416,626,6,0,71,767,36,19,10,229,147,188,733,27,88,155,95,1042,2476,1055,124,93.7,13,6451012,884814,6245556,2144265,534472,573094,0,1,29,6,69,577,1,28,333,1,161,7096,3776,3320,404,264,140,4316,1392,2924,2475,1311,3301,1,0,13284,1550,91,41,2,0,6,3,6,2,12,6,382
R02387,ê¬êXåß,íÜîëí¨,11187,5224,5963,11168,5221,5947,960,502,458,5921,2965,2956,4283,1746,2537,2338,844,1494,17,44,210,194,274,4118,4102,10909,2093,994,1245,654,669,28,14,21634,6753,503,12,93,36,3,1,21,124,4,9,4,43,55,15,38,5,29,10,12,130,361,3353,104,910,274,13,1,170,593,31,14,18,149,129,157,461,29,113,179,104,1192,2057,606,132,94.7,9,7471708,797928,7331388,1702493,706858,514315,0,0,0,4,51,381,2,30,220,1,49,4744,2753,1991,554,385,169,4797,1522,3275,1122,1322,2251,3,1,11475,3242,102,29,1,0,10,4,6,5,2,4,252
R02401,ê¬êXåß,ñÏï”íní¨,13524,6248,7276,13440,6223,7217,1425,701,724,7513,3711,3802,4565,1817,2748,2371,810,1561,72,63,202,282,398,5565,5549,13073,3023,1736,1533,741,801,44,22,8168,2744,768,4,94,43,3,6,12,190,10,64,16,119,83,25,54,6,30,8,5,137,626,5136,42,637,557,9,23,120,1105,106,100,194,446,236,227,866,62,138,261,49,1194,3893,73,86,101,6.3,6293518,1311107,6288429,1871679,365514,754867,8264,1,52,3,49,531,1,26,305,2,490,6284,3407,2877,368,246,122,5291,1799,3492,492,1609,4133,2,1,13617,3126,158,96,3,1,6,7,21,7,17,4,327
R02402,ê¬êXåß,éµåÀí¨,15709,7433,8276,15677,7428,8249,1604,804,800,8419,4301,4118,5684,2327,3357,3030,1077,1953,32,70,241,328,397,5572,5551,14935,2867,1334,1631,745,746,51,27,33723,11631,740,25,79,58,1,1,16,202,8,21,12,73,95,34,49,5,47,14,25,137,578,6120,393,661,676,8,1,228,1216,69,48,28,213,269,381,1241,66,359,263,393,1337,4390,959,282,90.3,5.4,10141522,2021410,10018686,2459274,1167184,1668703,47292,0,0,4,63,672,2,39,298,1,404,7894,4248,3646,383,254,129,5749,2082,3667,1480,1783,4586,17,1,16102,6937,151,59,1,1,5,5,14,7,19,6,456
R02405,ê¬êXåß,òZåÀí¨,10423,4996,5427,10364,4965,5399,1311,669,642,5790,2935,2855,3231,1340,1891,1731,628,1103,51,78,139,380,294,3570,3559,10164,2058,648,952,450,349,40,14,8389,5708,373,8,60,51,0,1,10,93,2,2,4,31,37,15,28,3,21,7,8,111,254,3241,112,562,595,0,1,200,617,25,8,41,82,152,149,415,45,110,127,112,1157,1972,743,165,88.7,10,5650443,1298497,5484551,1694200,573875,559826,24,2,23,3,46,568,2,30,242,1,187,5378,2942,2436,243,167,76,3355,1144,2211,1105,1335,2904,1,1,10977,2036,74,21,1,0,6,3,5,5,6,4,362
R02406,ê¬êXåß,â°ïlí¨,4535,2200,2335,4519,2199,2320,446,229,217,2440,1320,1120,1649,651,998,909,300,609,16,19,83,122,148,1785,1781,4363,850,597,490,217,262,12,7,12638,3068,229,14,20,14,1,0,4,58,1,3,2,22,34,12,17,5,14,6,15,35,179,1829,164,220,430,6,0,25,262,8,15,3,69,66,116,235,35,76,94,166,653,1010,179,128,91.6,4.9,4859912,637394,4796118,1176015,325614,429522,3543,1,7,1,15,174,1,14,93,0,0,2308,1347,961,103,65,38,1674,557,1117,753,580,947,1,1,4676,2597,49,14,0,0,2,1,1,2,2,2,104
