code,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2107,C210703,C210708,C210709,C210710,C210711,C210712,C210713,C210716,C210717,C210718,C210719,C210720,C210721,C210722,C210723,C210724,C210725,C2110,C2111,C2112,C2207,C220703,C220708,C220709,C220710,C220711,C220712,C220713,C220716,C220717,C220718,C220719,C220720,C220721,C220722,C220723,C220724,C220725,C2210,C2211,C2212,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R02408,ê¬êXåß,ìåñkí¨,17955,8506,9449,17884,8495,9389,2008,1003,1005,9844,5036,4808,6050,2436,3614,3310,1133,2177,53,96,275,361,424,5974,5941,17113,3007,1330,1571,705,720,58,26,32650,11491,795,25,111,41,2,0,15,204,8,23,12,99,91,41,72,8,32,11,25,152,618,6035,219,894,549,11,0,180,1208,41,74,44,374,206,215,1274,190,158,398,219,1443,4373,1168,216,89.9,10.3,12362652,1796326,12047025,3115064,1721604,1979905,69601,0,0,5,65,748,2,34,436,0,0,9004,4897,4107,440,303,137,6294,2188,4106,2268,2087,4567,11,1,18006,1285,160,74,2,1,8,5,11,10,11,12,591
R02411,ê¬êXåß,òZÉñèäë∫,10536,5816,4720,10440,5773,4667,1291,633,658,6714,4039,2675,2427,1057,1370,1278,490,788,83,77,110,440,497,4683,4673,10357,1861,2152,732,341,357,45,24,25268,11231,609,19,107,26,9,2,21,121,4,11,39,81,39,22,28,5,57,13,23,134,452,9828,294,1821,1928,31,25,401,663,34,41,1727,361,119,224,434,39,1351,295,328,3755,5745,234,80,76.4,5.4,14732581,8384840,14351707,2380430,2424705,1379543,7050,0,0,4,56,498,4,46,230,1,195,6095,3986,2109,217,154,63,2782,918,1864,787,2346,2931,11,1,10523,935,89,37,0,0,6,2,5,4,3,5,319
R02412,ê¬êXåß,Ç®Ç¢ÇÁÇπí¨,24222,11565,12657,24103,11527,12576,3438,1758,1680,14755,7231,7524,5984,2550,3434,2866,1085,1781,115,183,283,918,950,8658,8640,23803,5197,1864,1864,824,737,106,49,7196,5897,933,18,114,56,0,6,30,261,19,25,14,113,110,35,84,7,33,8,18,170,745,8758,377,1013,1510,0,12,458,2063,96,71,58,715,393,335,1179,64,206,208,377,2523,5858,557,180,91.2,11.5,11728786,2646076,11566042,3291035,1339779,2697499,1496,1,61,5,87,1374,3,68,704,1,457,12060,6533,5527,646,394,252,7623,2648,4975,1119,3387,7204,3,1,25254,2591,217,89,5,2,12,6,16,9,27,12,901
R02423,ê¬êXåß,ëÂä‘í¨,5227,2650,2577,5216,2647,2569,623,331,292,3007,1623,1384,1537,657,880,806,321,485,11,27,65,152,229,2152,2149,5153,1083,721,522,242,262,28,8,5210,1432,318,2,47,19,2,1,6,72,4,33,5,52,26,13,7,3,16,5,7,66,245,2305,8,449,92,9,10,52,494,41,43,154,215,60,123,205,17,188,121,32,541,1732,27,105,78.5,15.4,4537329,601194,4388941,955757,359216,316883,0,1,28,2,24,273,2,27,139,1,160,2569,1627,942,140,110,30,1805,527,1278,612,566,1380,1,0,5487,672,48,35,1,1,2,1,6,1,3,1,59
R02424,ê¬êXåß,ìåí ë∫,6607,3433,3174,6598,3428,3170,761,391,370,3802,2146,1656,2044,896,1148,1206,468,738,9,41,90,166,240,2578,2570,6491,1193,858,642,285,272,17,14,29527,6394,270,4,36,8,6,0,4,68,3,8,5,40,18,2,15,10,26,10,9,46,215,2448,30,466,166,288,0,36,353,8,25,103,135,27,59,263,58,113,163,102,715,1631,201,187,82,21.8,7984038,2448765,7897832,1135343,429252,941149,4212,0,0,1,31,300,1,21,137,0,0,3466,2234,1232,143,100,43,2236,708,1528,960,854,1650,0,0,6627,1288,55,16,0,0,3,2,3,1,3,1,167
R02425,ê¬êXåß,ïóä‘âYë∫,1976,981,995,1975,981,994,170,85,85,1032,550,482,774,346,428,403,167,236,1,4,40,38,65,823,821,1958,423,251,268,129,150,5,3,6955,544,117,2,13,10,1,0,3,26,2,0,1,20,10,6,7,5,5,5,3,23,91,628,9,79,123,2,0,8,67,4,0,1,103,11,45,68,30,17,57,13,202,413,10,52,81.9,12.7,2669476,115204,2599789,402152,106838,194017,0,0,0,1,14,63,1,11,37,0,0,955,561,394,76,63,13,774,272,502,199,208,547,4,0,1998,369,19,4,0,0,1,0,1,0,0,1,38
R02426,ê¬êXåß,ç≤à‰ë∫,2148,1056,1092,2147,1056,1091,191,90,101,1084,601,483,872,365,507,480,170,310,1,6,41,42,68,906,904,2104,440,309,278,125,185,9,0,13504,1669,141,2,18,7,1,0,9,34,0,6,1,21,9,6,7,4,10,5,3,25,113,687,14,128,49,2,0,45,96,0,7,2,49,12,45,105,22,41,68,16,177,494,14,77,85.5,9.8,2783301,158554,2730945,402911,189376,173977,5783,0,0,3,21,68,3,18,51,0,0,973,597,376,65,51,14,914,316,598,233,233,491,8,0,2114,260,33,12,0,0,3,1,0,1,0,1,38
R02441,ê¬êXåß,éOåÀí¨,10135,4753,5382,10087,4739,5348,997,506,491,5332,2697,2635,3784,1535,2249,2061,737,1324,41,41,195,187,269,3756,3748,9933,1863,986,1065,503,554,23,12,15179,5382,451,15,44,37,0,3,12,140,8,5,12,41,46,17,30,6,26,9,15,81,355,3730,158,392,580,0,6,194,765,87,11,45,184,212,162,575,43,141,175,158,972,2600,631,97,93.3,10.8,5985300,866593,5769202,1449980,433522,602634,50467,1,4,3,41,408,2,33,239,1,119,5112,2727,2385,261,193,68,3624,1247,2377,1582,968,2517,1,1,10416,5062,118,31,2,1,3,3,10,4,13,4,241
R02442,ê¬êXåß,å‹åÀí¨,17433,8286,9147,17383,8269,9114,1689,877,812,9541,4811,4730,6191,2589,3602,3363,1204,2159,47,73,281,292,407,6123,6110,16989,3297,1305,1860,832,735,41,9,17767,8501,646,29,65,79,0,2,18,180,5,12,12,57,79,18,44,10,23,13,29,144,473,5800,284,652,1439,0,2,261,995,58,21,61,230,176,251,927,64,182,197,284,2091,3425,1170,409,85.7,10.2,9614897,1504745,9320065,2354009,864252,1178650,3181,2,63,4,69,654,3,46,395,1,154,9036,4868,4168,486,326,160,6185,2195,3990,2069,2344,4594,1,1,17708,1949,156,46,3,1,10,7,14,8,20,5,311
R02443,ê¬êXåß,ìcéqí¨,5554,2599,2955,5536,2598,2938,516,267,249,2845,1426,1419,2192,905,1287,1295,494,801,18,22,113,98,133,2006,1997,5422,965,498,603,276,296,17,6,24198,4747,287,24,34,26,1,1,7,66,3,7,4,28,33,10,19,3,12,8,24,61,202,2141,155,298,479,3,10,230,313,16,19,14,81,54,62,261,23,37,78,155,785,1201,559,140,92.5,9,4693876,501533,4611338,976179,279349,499305,48109,1,11,3,27,203,1,15,117,1,49,2997,1563,1434,102,73,29,1921,687,1234,1098,708,1186,2,1,5702,3042,63,15,0,0,4,2,5,3,4,2,140
R02445,ê¬êXåß,ìÏïîí¨,18312,8524,9788,18272,8517,9755,1869,919,950,9882,4919,4963,6557,2682,3875,3612,1237,2375,40,85,368,356,397,6419,6391,17702,3471,1386,1930,830,850,52,15,15312,7615,702,14,80,75,0,1,12,210,8,13,12,44,88,24,66,14,26,13,15,156,531,4946,132,562,838,0,2,99,941,43,14,40,203,249,155,1261,71,131,165,160,1412,3374,1231,370,84.7,8.6,10493841,1590707,10105729,2763091,692107,1087698,20714,1,85,8,90,718,4,56,406,1,267,9370,4988,4382,375,252,123,6625,2329,4296,2355,2039,4915,6,0,18670,8773,158,24,0,2,6,5,21,8,18,3,323
R02446,ê¬êXåß,äKè„í¨,14025,6984,7041,13983,6970,7013,1471,761,710,8599,4480,4119,3802,1642,2160,1929,685,1244,39,83,156,419,469,5699,5679,13672,2954,1872,1289,606,483,50,28,9401,3933,414,26,69,25,0,0,24,78,3,5,3,48,40,18,44,5,13,9,29,95,290,3609,215,461,689,0,0,225,532,18,19,9,183,181,184,623,41,54,133,244,1163,2202,194,210,91.9,10.7,6194943,1138487,5880759,1623368,612800,655259,77504,0,0,6,67,530,2,36,337,0,0,6480,3641,2839,453,281,172,5299,2107,3192,563,1961,3818,1,0,13769,3030,59,22,1,0,3,3,2,3,2,4,305
R02450,ê¬êXåß,êVãΩë∫,2509,1200,1309,2502,1199,1303,206,97,109,1177,629,548,1126,474,652,682,263,419,7,4,67,33,65,831,828,2436,353,168,264,114,124,4,3,15077,3327,120,4,10,6,1,1,6,31,1,2,2,9,16,6,10,3,5,7,4,16,100,858,57,124,56,1,2,43,186,3,9,7,36,32,42,143,18,12,87,57,180,621,402,63,84.7,8.1,2957767,210389,2796822,546398,351460,229429,15062,0,0,2,18,84,2,24,50,0,0,1407,764,643,40,32,8,854,306,548,682,243,481,3,0,2599,765,27,6,1,0,1,0,2,0,1,1,76
R03201,ä‚éËåß,ê∑â™és,297631,141089,156542,295258,139983,155275,36828,18677,18151,182979,89600,93379,73729,30403,43326,36782,13494,23288,1126,2076,3087,11018,11812,129718,129420,288996,66640,49931,24728,12431,12490,1289,462,88647,23656,15720,66,1204,454,22,213,264,4103,383,1646,724,2031,1423,613,1332,68,1047,114,71,1666,13983,167731,1029,12010,7086,1100,4614,8870,37807,5853,5061,4905,14437,7726,11043,24585,770,14013,6756,1039,19152,147540,2781,1300,94.4,9.5,110886019,42669703,109255976,44774126,15064357,9522876,51696,22,2363,44,937,15119,28,596,7724,17,10749,143723,77863,65860,6398,3893,2505,99669,34325,65344,4797,20013,115081,14,4,291994,17733,2716,1702,62,24,258,202,1240,469,862,65,6073
R03202,ä‚éËåß,ã{å√és,56676,27868,28808,56509,27808,28701,6060,3113,2947,31218,16535,14683,19167,8052,11115,10170,3790,6380,112,341,911,1286,1907,23387,22544,53996,11399,7410,6008,2857,3193,165,71,125915,11758,2841,24,254,182,3,18,58,778,52,205,81,342,261,115,218,32,151,46,38,443,2360,24023,193,2369,3244,150,48,836,4802,420,500,513,1614,793,1263,3952,302,1248,1253,620,5709,17694,774,674,90.8,10.7,55428915,5716920,52095694,9637494,8509223,3384569,5595529,3,439,17,229,2263,11,162,1200,5,1555,26507,15575,10932,1263,885,378,21799,7663,14136,2099,7411,16705,18,1,54319,12948,580,278,6,2,33,21,86,29,80,16,883
R03203,ä‚éËåß,ëÂëDìnés,38058,18581,19477,37790,18541,19249,4014,2078,1936,20921,10918,10003,12906,5404,7502,6875,2588,4287,257,197,607,876,1144,14807,14489,37067,6891,4380,3803,1770,1680,121,62,32251,5429,2293,11,249,177,5,18,59,603,41,137,65,220,233,93,147,28,166,28,19,431,1843,18335,71,2319,2900,86,127,857,3515,294,392,279,1083,702,908,2318,328,929,982,269,5266,12800,249,761,92.6,10.8,44348857,4348835,40327005,5784251,12314992,2427970,3248075,1,63,11,164,1487,8,126,826,2,916,18838,10754,8084,675,434,241,13650,4716,8934,1393,5585,11625,13,1,37394,17261,500,153,8,1,27,17,75,21,64,12,1017
R03205,ä‚éËåß,â‘ä™és,97702,46260,51442,97398,46161,51237,11622,5965,5657,54618,27518,27100,31259,12658,18601,16842,6010,10832,240,565,1508,2123,2246,33799,33671,94691,16988,8116,8269,3649,3612,325,132,90839,32339,4494,66,355,380,11,21,133,1076,56,184,142,602,519,170,371,46,285,73,68,737,3689,41947,703,3092,7983,131,84,2360,8076,636,563,477,4281,1586,1921,5882,670,2242,1234,714,11090,30143,4466,1406,88.1,9.8,50929302,11283590,48968543,14337614,6852233,5640157,118642,8,642,19,335,4543,11,230,2580,6,2816,49218,26661,22557,1962,1283,679,33610,11641,21969,6007,12923,29641,0,4,97213,19644,854,454,19,6,66,34,110,50,190,33,2122
R03206,ä‚éËåß,ñkè„és,93511,46250,47261,93024,46017,47007,12780,6592,6188,56581,29486,27095,23546,9747,13799,12151,4454,7697,383,633,1025,2965,2875,35861,35800,92210,18326,11031,6721,2987,3019,431,171,43755,20325,4499,35,402,402,10,32,131,1063,70,193,134,675,489,172,327,33,295,32,36,807,3656,50571,382,3695,14658,231,318,3538,7655,879,713,939,3761,1971,1618,4757,544,4116,778,391,18362,31818,2710,1173,88.5,15.5,38077514,13555556,37622823,12215730,3907977,4344178,19471,10,1036,17,343,5071,9,205,2642,4,2777,47239,26812,20427,1824,1213,611,28538,9651,18887,3103,17056,26246,0,3,92870,17538,771,541,13,2,65,40,198,57,169,19,1841
R03207,ä‚éËåß,ãvéúés,35642,17027,18615,35438,17003,18435,4505,2374,2131,20544,10237,10307,10527,4365,6162,5710,2063,3647,171,197,486,826,1098,14256,14226,34675,7861,4354,3479,1722,1757,122,55,62350,8936,2037,43,175,121,3,10,41,532,42,109,73,229,227,82,147,22,135,33,52,300,1685,17085,455,2157,2613,63,25,628,3101,281,254,347,1086,703,779,2378,253,927,909,560,4791,11734,637,723,92.7,13.9,27013418,4250507,24626846,6484591,2569899,1458806,2923216,0,0,14,177,1760,8,125,924,3,1093,17134,9448,7686,905,585,320,12809,4448,8361,1607,4852,10626,11,2,35692,19726,410,200,5,2,22,13,76,23,40,20,1184
R03208,ä‚éËåß,âìñÏés,28062,13526,14536,27971,13482,14489,3000,1585,1415,14533,7576,6957,10471,4321,6150,6201,2282,3919,90,151,522,482,762,9973,9926,27239,4663,2633,2773,1228,1409,65,35,82597,14247,1511,40,168,121,2,6,18,384,21,61,32,163,164,54,123,19,98,34,41,291,1179,11876,396,1736,2284,38,46,238,2112,219,158,103,715,425,424,1888,246,428,399,398,4039,7439,1987,882,88,13.3,21158407,2769986,20164261,4856952,1822735,1930102,750680,1,40,11,132,1192,3,60,638,2,554,14291,7954,6337,559,392,167,10079,3510,6569,2632,4424,7212,10,2,27884,10657,318,111,3,1,16,11,25,16,28,14,840
R03209,ä‚éËåß,àÍä÷és,121583,58804,62779,120790,58594,62196,13750,7023,6727,67024,34578,32446,40468,16975,23493,23053,8459,14594,695,629,1953,2351,2807,43046,42905,117971,21007,11055,11029,4787,4809,371,170,125642,47901,5821,82,598,466,22,25,133,1469,76,286,173,651,614,236,517,47,345,74,83,1070,4668,52244,818,4826,11382,189,237,2693,8840,935,789,638,3566,2157,2775,7793,662,2369,1517,830,16254,35160,7795,3557,92.1,11.6,67860344,12551356,65426399,17709740,5861495,8856328,204665,12,405,28,454,5447,17,290,3137,8,3485,60063,33715,26348,2545,1740,805,43433,15284,28149,7939,18078,33328,0,8,119655,50390,1184,502,9,9,81,52,209,69,193,33,2533
R03210,ä‚éËåß,ó§ëOçÇìcés,19758,9736,10022,19654,9723,9931,1951,991,960,10472,5584,4888,7230,3064,4166,4012,1513,2499,102,88,324,446,570,7487,7278,19008,3350,2154,1963,900,929,66,24,23194,4915,784,8,112,59,1,2,11,193,14,30,28,46,75,28,76,12,68,10,16,174,594,6512,129,1090,986,13,27,147,1012,71,84,116,260,154,317,1280,101,362,299,149,2120,4243,428,656,93.6,14.2,90320627,1777050,89248430,3463549,30399347,3664203,9991639,1,0,8,102,709,2,53,456,1,438,9697,5661,4036,355,242,113,7567,2686,4881,1097,3306,5272,12,1,19599,8381,165,40,3,2,8,7,18,9,27,8,485
R03211,ä‚éËåß,äòêŒés,36802,18105,18697,36633,18049,18584,3649,1808,1841,19994,10879,9115,13044,5329,7715,7153,2614,4539,157,177,616,945,1349,16860,16048,34826,8272,6033,4317,2268,2675,116,50,44034,5154,1898,9,197,114,5,19,41,507,45,98,63,241,179,49,146,23,119,36,15,312,1571,17525,62,1897,3343,169,93,760,2904,323,265,409,1066,452,670,2669,314,1002,927,240,5262,12023,141,192,98.4,12.8,71660312,4415457,67098680,7120075,29145108,3363154,7274006,2,100,9,134,1320,5,85,743,2,873,17547,10596,6951,771,531,240,14595,4996,9599,744,5802,10970,14,1,34772,9049,366,195,4,4,20,14,62,20,67,8,693
R03213,ä‚éËåß,ìÒåÀés,27611,12949,14662,27446,12928,14518,3131,1580,1551,15264,7619,7645,9171,3720,5451,5089,1809,3280,157,160,436,573,771,10670,10637,26843,5483,3092,2738,1274,1363,79,30,42042,10917,1481,24,136,98,2,8,33,415,26,75,52,148,146,44,107,14,116,34,26,235,1220,13594,314,1280,3143,49,47,484,2506,287,185,226,633,509,518,1923,210,630,643,320,4424,8850,1490,664,89.9,11.4,18035144,3153517,17307044,5221595,1934037,1602129,243718,1,13,8,106,1171,4,66,638,2,721,14580,7705,6875,534,365,169,9233,3208,6025,2734,3792,7972,18,1,27611,10960,328,118,3,1,16,14,54,20,58,7,674
R03214,ä‚éËåß,î™î¶ïΩés,26355,12621,13734,26243,12598,13645,2553,1325,1228,14267,7261,7006,9528,4030,5498,5548,2036,3512,109,115,427,492,602,9429,9406,25636,4842,2255,2743,1271,1143,58,23,86230,20119,1336,51,142,93,2,4,31,302,9,56,29,193,145,38,117,18,83,18,53,238,1045,11312,409,1209,2224,29,11,672,1654,78,120,200,1376,569,312,1491,120,436,356,423,3465,7424,2358,647,92.6,12.7,21933236,3110994,21270876,4981705,3314318,1262264,67683,1,38,10,114,986,4,56,559,1,217,13845,7567,6278,593,406,187,9253,3249,6004,3222,3486,7122,0,1,26338,12333,260,78,3,2,14,9,23,14,36,11,598
R03215,ä‚éËåß,âúèBés,119422,57377,62045,118952,57251,61701,14400,7368,7032,66315,33939,32376,38526,15955,22571,21546,7880,13666,411,696,1695,2240,2741,41726,41593,116395,21326,10117,10304,4658,4449,359,149,99330,44779,5915,80,498,499,7,29,91,1534,83,416,186,718,652,220,448,65,335,52,80,999,4836,52094,861,4429,9790,213,232,1654,9426,945,908,815,3967,2450,2242,7757,1112,2846,2384,861,14282,36951,7791,2398,95,16.2,57350810,13214261,56828876,17735370,5307826,4739020,80313,17,724,27,430,5677,10,241,2950,8,2728,61595,34273,27322,2355,1617,738,39611,13280,26331,8816,17578,34499,0,4,119115,36399,1129,578,13,8,90,51,205,78,190,32,2810
R03216,ä‚éËåß,ëÍëÚés,55463,27095,28368,55281,27025,28256,7970,4065,3905,35312,17628,17684,11858,5216,6642,5005,1919,3086,111,408,459,2431,2251,20787,20711,53711,12335,5639,4036,1962,1356,232,94,18246,8876,1490,15,248,95,3,11,43,314,17,71,72,131,130,63,150,9,101,15,16,344,1130,17244,171,1760,2131,30,35,794,3110,89,235,457,863,504,1573,2413,292,740,2042,174,3893,13177,765,182,91.8,7.2,18627355,5266449,18155467,7585856,1770912,1836920,34435,3,509,8,189,3257,6,116,1592,2,1340,27861,15458,12403,1094,655,439,16797,5953,10844,1399,6100,19792,1,1,55164,8492,208,91,8,2,25,20,42,26,47,15,1335
R03301,ä‚éËåß,é¥êŒí¨,16981,8087,8894,16952,8073,8879,1815,915,900,9467,4756,4711,5691,2412,3279,3074,1139,1935,28,76,239,322,413,5508,5495,16453,2810,1115,1440,560,588,39,35,60882,12964,794,21,108,51,3,0,18,163,7,30,25,158,66,33,56,6,38,8,24,159,611,7953,622,892,1299,57,0,162,1057,40,45,138,1197,278,291,1072,57,491,248,629,2191,5133,1119,254,90.7,7.7,10643673,2230512,10319346,2371745,1165583,1642451,106233,1,34,5,69,734,1,31,382,1,93,9148,4940,4208,317,217,100,5570,1951,3619,1663,1797,5552,5,1,16965,4741,135,64,2,2,11,6,17,7,20,6,424
R03302,ä‚éËåß,äãä™í¨,6344,3026,3318,6331,3022,3309,509,250,259,3136,1664,1472,2697,1111,1586,1552,558,994,13,20,117,98,156,2460,2453,6119,1215,683,803,407,434,8,6,43496,6442,307,7,32,28,0,1,5,94,3,10,3,32,23,11,29,5,17,6,7,61,239,2153,138,249,331,0,2,70,342,21,12,43,146,64,114,343,33,87,146,138,592,1423,427,270,86,5.4,7872043,478072,7231767,1714314,346730,541102,514225,0,0,5,41,187,3,32,104,1,133,3014,1716,1298,129,105,24,2672,946,1726,855,792,1357,4,0,6390,3479,79,22,0,1,3,3,9,4,7,1,72
R03303,ä‚éËåß,ä‚éËí¨,13692,6626,7066,13578,6556,7022,1389,714,675,7466,3916,3550,4832,1991,2841,2815,1039,1776,114,70,232,256,406,4927,4915,13427,2467,1218,1415,621,627,37,16,36046,8940,565,22,68,31,4,1,11,159,7,11,13,43,61,32,52,6,32,11,23,99,443,4695,319,541,827,19,1,127,916,71,16,121,122,228,255,686,44,116,268,337,1368,2990,1069,396,88.5,10.6,8197465,1591709,7958625,2137514,954693,754822,44344,1,33,4,56,499,3,49,328,1,105,7173,4010,3163,274,188,86,4820,1691,3129,1931,1879,3349,9,1,13842,7228,137,34,2,0,13,5,12,9,11,5,319
R03321,ä‚éËåß,éáîgí¨,32614,15482,17132,32536,15448,17088,4141,2109,2032,18866,9308,9558,9159,3829,5330,4508,1657,2851,53,189,392,935,901,10808,10793,32120,6174,1874,2570,1116,905,100,58,23898,10073,1162,31,131,74,2,7,39,298,11,50,26,95,143,54,87,15,86,13,31,205,926,10412,383,1058,1651,16,43,1087,2032,112,147,168,454,438,491,1080,260,680,312,383,2709,7320,1324,570,92.6,14.5,14328881,3226720,14005501,3892459,1492127,1551332,11340,1,128,11,143,1696,3,71,908,1,465,17209,9358,7851,682,437,245,10072,3297,6775,2523,3439,11213,10,1,33324,4389,243,82,4,0,18,12,25,15,32,6,589
R03322,ä‚éËåß,ñÓã–í¨,27678,13155,14523,27598,13129,14469,3620,1783,1837,17453,8575,8878,6527,2765,3762,3144,1096,2048,48,197,234,1095,1120,9902,9874,26589,5440,2657,1806,813,575,134,47,6732,5151,1382,20,112,64,3,4,108,444,25,98,48,96,95,30,111,9,101,10,21,179,1182,16241,166,1034,1220,25,41,2803,5206,271,436,341,517,568,754,1738,78,812,221,167,2263,13811,456,408,95.6,13.6,12384039,3676682,11696078,3469037,1990679,659224,3813,0,0,4,89,1455,2,52,754,1,836,13922,7498,6424,514,334,180,8988,3186,5802,1237,2333,10298,1,0,27340,1803,190,68,2,2,19,15,54,40,80,8,892
R03366,ä‚éËåß,êºòaâÍí¨,5880,2734,3146,5874,2733,3141,459,242,217,2661,1412,1249,2760,1080,1680,1764,621,1143,6,15,128,87,135,2146,2131,5629,943,561,685,376,369,9,5,59074,10898,394,18,39,30,1,2,9,76,2,7,9,51,54,13,26,12,30,14,19,69,306,2816,193,269,347,8,2,61,431,11,11,17,256,292,101,504,53,86,173,194,616,2006,573,176,88.8,9,7453559,520963,7262437,1291500,1135157,535915,105490,0,0,2,25,178,2,20,101,1,103,2988,1690,1298,76,54,22,2351,744,1607,661,690,1634,8,0,5867,1430,69,28,1,1,6,2,8,5,5,5,116
R03381,ä‚éËåß,ã‡ÉPçËí¨,15895,8067,7828,15780,8031,7749,2030,1088,942,9362,5075,4287,4500,1902,2598,2595,980,1615,115,104,198,499,514,5556,5536,15472,2671,1506,1154,482,415,58,28,17976,10894,568,34,49,49,3,2,26,133,4,9,15,55,57,32,49,8,34,9,34,98,436,11163,383,449,5761,126,14,843,1171,38,81,121,427,247,287,711,78,232,194,383,6210,4570,938,254,87.6,15.4,9017324,2996720,8565955,2170373,1258994,898048,0,4,140,5,71,800,1,36,436,1,254,8508,4944,3564,249,167,82,4650,1596,3054,1428,2837,3986,7,1,15779,2409,103,40,2,0,12,6,16,9,11,3,370
R03402,ä‚éËåß,ïΩêÚí¨,7868,3762,4106,7837,3743,4094,898,461,437,4222,2171,2051,2746,1129,1617,1535,541,994,31,48,122,138,199,2478,2469,7650,1184,456,668,268,233,16,5,6339,3270,436,5,51,34,1,2,12,123,4,22,8,60,34,14,30,3,25,8,5,85,346,3532,56,440,681,4,6,193,743,27,48,24,301,145,194,346,17,206,101,56,1121,2355,694,265,89.9,9.1,4851209,845193,4721294,1073869,722408,721808,31,1,43,2,31,357,1,18,193,0,0,4075,2297,1778,135,99,36,2744,894,1850,584,1172,2313,2,1,7800,3165,94,46,3,0,3,2,2,2,5,2,214
R03441,ä‚éËåß,èZìcí¨,5720,2764,2956,5631,2723,2908,482,236,246,2871,1543,1328,2365,984,1381,1461,558,903,88,25,106,71,129,2117,2100,5645,955,543,663,278,280,12,7,33484,3451,261,17,31,29,0,2,5,67,2,0,5,20,27,7,18,6,17,7,18,60,183,2261,186,252,729,0,13,78,281,12,0,31,105,53,93,226,30,52,118,188,981,1092,347,368,85.1,6.1,5156746,519429,4861544,1086869,315553,522138,40522,0,0,2,25,182,2,22,119,1,87,2850,1646,1204,92,72,20,2288,806,1482,563,947,1338,6,0,5686,2752,52,9,0,0,2,2,5,3,2,2,119
R03461,ä‚éËåß,ëÂí∆í¨,11759,5778,5981,11719,5758,5961,1193,619,574,6555,3487,3068,4009,1671,2338,2052,740,1312,36,70,183,365,398,4927,4769,11345,2397,1587,1303,629,695,39,15,20042,2426,365,0,30,28,2,3,5,105,3,8,8,46,45,13,24,7,26,9,2,59,304,3249,0,266,587,16,37,72,536,27,49,42,235,162,157,528,44,209,223,15,897,2337,150,111,84.6,9.8,43259725,1040003,41507884,3629686,25586630,721390,1075172,1,35,1,11,69,1,11,40,1,190,5769,3477,2292,269,190,79,4525,1491,3034,356,2222,3160,10,1,12110,4375,113,32,1,1,6,3,11,4,14,4,177
R03482,ä‚éËåß,éRìcí¨,15826,7732,8094,15786,7723,8063,1655,849,806,8568,4500,4068,5603,2383,3220,2820,1066,1754,39,84,249,348,493,6218,6150,15478,3129,1809,1852,840,877,51,16,26281,2650,634,4,79,59,1,0,16,160,12,16,15,63,60,24,52,7,47,13,9,139,486,5248,23,644,994,12,0,160,942,58,36,40,307,163,248,738,100,330,376,85,1653,3510,219,172,87,8.4,30462023,1247614,27255555,2398625,15133998,737920,1316716,2,39,9,96,605,2,40,345,1,111,7632,4538,3094,399,286,113,6137,2057,4080,967,2474,4171,4,1,16009,8878,127,51,2,1,3,3,8,5,18,8,410
R03483,ä‚éËåß,ä‚êÚí¨,9841,4788,5053,9803,4781,5022,946,491,455,4891,2586,2305,4004,1711,2293,2358,909,1449,38,36,187,249,315,4174,4163,9569,2045,1431,1261,627,768,26,12,99236,7002,580,27,45,58,3,1,15,163,4,21,12,48,47,32,39,9,34,18,29,105,446,4208,261,457,833,16,1,180,565,28,28,85,213,181,251,523,92,172,287,267,1319,2622,469,509,81.7,8.7,23270153,710716,21481187,1853160,996373,700022,4811862,0,0,10,76,326,5,50,196,1,154,5004,2890,2114,182,138,44,3708,1269,2439,1276,1168,2560,0,1,9666,6244,145,32,0,1,7,5,6,5,3,3,169
R03484,ä‚éËåß,ìcñÏî®ë∫,3466,1719,1747,3459,1715,1744,385,188,197,1789,974,815,1292,557,735,722,279,443,7,12,72,68,115,1292,1287,3352,651,352,383,159,169,5,3,15619,2143,146,5,19,16,0,0,6,27,2,1,2,14,9,3,18,4,13,5,6,36,104,1259,32,263,214,0,0,73,106,1,1,2,107,17,40,184,30,70,103,46,479,734,102,185,89.5,8.2,9036112,275620,8328327,622428,2040485,218288,1170581,0,0,1,15,158,1,11,73,0,0,1738,1052,686,80,64,16,1262,415,847,424,465,848,0,0,3551,1955,26,6,0,0,3,2,0,2,1,1,57
